[INFO] main.py:42 > ###############################
[INFO] main.py:43 > ##### Random Seed 1 Start #####
[INFO] main.py:44 > ###############################
[INFO] main.py:47 > _get_args: <bound method _AttributeHolder._get_args of Namespace(batchsize=16, coeff=0.5, dataset='cifar10', dataset_path='dataset/cifar10', debug=False, exp_name='blurry10', init_model=False, init_opt=True, log_path='results', lr=0.05, m=10, mem_manage='PuriDivER', memory_size=500, model_name='resnet18', n=50, n_cls_a_task=2, n_epoch=255, n_init_cls=10, n_tasks=5, n_worker=2, noise_rate=0.0, noisy_percent=0, rnd_seed=['1', '2', '3'], robust_type='PuriDivER', topk=1, transforms=['autoaug', 'cutmix'], warmup=10)>
_get_kwargs: <bound method _AttributeHolder._get_kwargs of Namespace(batchsize=16, coeff=0.5, dataset='cifar10', dataset_path='dataset/cifar10', debug=False, exp_name='blurry10', init_model=False, init_opt=True, log_path='results', lr=0.05, m=10, mem_manage='PuriDivER', memory_size=500, model_name='resnet18', n=50, n_cls_a_task=2, n_epoch=255, n_init_cls=10, n_tasks=5, n_worker=2, noise_rate=0.0, noisy_percent=0, rnd_seed=['1', '2', '3'], robust_type='PuriDivER', topk=1, transforms=['autoaug', 'cutmix'], warmup=10)>
batchsize: 16
coeff: 0.5
dataset: cifar10
dataset_path: dataset/cifar10
debug: False
exp_name: blurry10
init_model: False
init_opt: True
log_path: results
lr: 0.05
m: 10
mem_manage: PuriDivER
memory_size: 500
model_name: resnet18
n: 50
n_cls_a_task: 2
n_epoch: 255
n_init_cls: 10
n_tasks: 5
n_worker: 2
noise_rate: 0.0
noisy_percent: 0
rnd_seed: ['1', '2', '3']
robust_type: PuriDivER
topk: 1
transforms: ['autoaug', 'cutmix']
warmup: 10
[INFO] main.py:53 > Set the device (cuda)
[INFO] main.py:79 > Using train-transforms Compose(
    Resize(size=(32, 32), interpolation=PIL.Image.BILINEAR)
    RandomCrop(size=(32, 32), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment CIFAR10 Policy
    ToTensor()
    Normalize(mean=(0.4914, 0.4822, 0.4465), std=(0.2023, 0.1994, 0.201))
)
[INFO] main.py:98 > [1] Select a CIL method (PuriDivER/PuriDivER)
[INFO] main.py:109 > [2] Incrementally training 5 tasks
[INFO] main.py:114 > ##################################################
[INFO] main.py:115 > # Task 0 iteration
[INFO] main.py:116 > ##################################################
[INFO] main.py:117 > [2-1] Prepare a datalist for the current task
[INFO] data_loader.py:81 > [Train] Get datalist from cifar10_train_increment50_blurry10_symN0_rand1_task0.json
[INFO] main.py:134 > [2-2] Set environment for the current task
[INFO] PuriDivER.py:794 > Apply before_task
[INFO] PuriDivER.py:823 > Blurry! There is no modification on model fc layer!
[INFO] PuriDivER.py:832 > Reset the optimizer and scheduler states
[INFO] PuriDivER.py:840 > Increasing the head of fc 10 -> 10
[INFO] main.py:141 > [2-3] Start to online train
[INFO] PuriDivER.py:960 > [0/625] loss: 2.9224071502685547, diversity coeff: 0.17109183433049446, 174.35812950134277 msec
[INFO] PuriDivER.py:960 > [1/625] loss: 2.844576835632324, diversity coeff: 0.17577306885748242, 65.05799293518066 msec
[INFO] PuriDivER.py:960 > [2/625] loss: 2.1589014530181885, diversity coeff: 0.2315992697586959, 49.32832717895508 msec
[INFO] PuriDivER.py:960 > [3/625] loss: 2.3610942363739014, diversity coeff: 0.21176621936441012, 43.75910758972168 msec
[INFO] PuriDivER.py:960 > [4/625] loss: 2.8025617599487305, diversity coeff: 0.1784082003634942, 38.36679458618164 msec
[INFO] PuriDivER.py:960 > [5/625] loss: 2.475438356399536, diversity coeff: 0.20198442781149986, 44.27528381347656 msec
[INFO] PuriDivER.py:960 > [6/625] loss: 2.487802267074585, diversity coeff: 0.20098060308786184, 44.669151306152344 msec
[INFO] PuriDivER.py:960 > [7/625] loss: 2.0801045894622803, diversity coeff: 0.24037252863773212, 51.674842834472656 msec
[INFO] PuriDivER.py:960 > [8/625] loss: 2.2422947883605957, diversity coeff: 0.22298584583767594, 40.062665939331055 msec
[INFO] PuriDivER.py:960 > [9/625] loss: 2.044743061065674, diversity coeff: 0.2445295008065274, 37.70112991333008 msec
[INFO] PuriDivER.py:960 > [10/625] loss: 2.4319350719451904, diversity coeff: 0.20559759418250978, 44.106245040893555 msec
[INFO] PuriDivER.py:960 > [11/625] loss: 1.809719204902649, diversity coeff: 0.2762859556584618, 36.82208061218262 msec
[INFO] PuriDivER.py:960 > [12/625] loss: 2.112252950668335, diversity coeff: 0.23671407339816744, 36.19265556335449 msec
[INFO] PuriDivER.py:960 > [13/625] loss: 2.1593780517578125, diversity coeff: 0.23154815322540756, 38.14196586608887 msec
[INFO] PuriDivER.py:960 > [14/625] loss: 2.4019718170166016, diversity coeff: 0.2081623091735652, 43.42079162597656 msec
[INFO] PuriDivER.py:960 > [15/625] loss: 2.0949676036834717, diversity coeff: 0.23866717514909358, 51.19800567626953 msec
[INFO] PuriDivER.py:960 > [16/625] loss: 2.3236567974090576, diversity coeff: 0.21517807645152848, 37.46771812438965 msec
[INFO] PuriDivER.py:960 > [17/625] loss: 2.427604913711548, diversity coeff: 0.20596432194378514, 40.3141975402832 msec
[INFO] PuriDivER.py:960 > [18/625] loss: 2.2977662086486816, diversity coeff: 0.2176026430008519, 36.76009178161621 msec
[INFO] PuriDivER.py:960 > [19/625] loss: 1.938217282295227, diversity coeff: 0.2579690133646433, 44.19684410095215 msec
[INFO] PuriDivER.py:960 > [20/625] loss: 1.913547158241272, diversity coeff: 0.2612948407603116, 41.26453399658203 msec
[INFO] PuriDivER.py:960 > [21/625] loss: 2.1969003677368164, diversity coeff: 0.22759338900520357, 40.47083854675293 msec
[INFO] PuriDivER.py:960 > [22/625] loss: 2.450991153717041, diversity coeff: 0.20399910429775603, 45.243263244628906 msec
[INFO] PuriDivER.py:960 > [23/625] loss: 2.2588324546813965, diversity coeff: 0.22135329203534218, 35.86387634277344 msec
[INFO] PuriDivER.py:960 > [24/625] loss: 1.9026188850402832, diversity coeff: 0.26279566755662354, 40.91691970825195 msec
[INFO] PuriDivER.py:960 > [25/625] loss: 2.271862745285034, diversity coeff: 0.22008371810211125, 38.11526298522949 msec
[INFO] PuriDivER.py:960 > [26/625] loss: 1.9207627773284912, diversity coeff: 0.26031324945573403, 37.825584411621094 msec
[INFO] PuriDivER.py:960 > [27/625] loss: 2.406857967376709, diversity coeff: 0.2077397199075115, 40.2374267578125 msec
[INFO] PuriDivER.py:960 > [28/625] loss: 2.0869979858398438, diversity coeff: 0.23957857333474686, 37.17398643493652 msec
[INFO] PuriDivER.py:960 > [29/625] loss: 1.8537969589233398, diversity coeff: 0.26971670095434463, 45.009613037109375 msec
[INFO] PuriDivER.py:960 > [30/625] loss: 1.9969209432601929, diversity coeff: 0.25038547554301027, 37.06789016723633 msec
[INFO] PuriDivER.py:960 > [31/625] loss: 2.1347031593322754, diversity coeff: 0.2342246029918265, 1082.9050540924072 msec
[INFO] PuriDivER.py:960 > [32/625] loss: 1.9008209705352783, diversity coeff: 0.2630442360172395, 1168.884515762329 msec
[INFO] PuriDivER.py:960 > [33/625] loss: 1.3681483268737793, diversity coeff: 0.36545745090556125, 1095.5872535705566 msec
[INFO] PuriDivER.py:960 > [34/625] loss: 1.5851632356643677, diversity coeff: 0.31542492832950536, 1013.0782127380371 msec
[INFO] PuriDivER.py:960 > [35/625] loss: 1.1255731582641602, diversity coeff: 0.4442181268528929, 1248.0213642120361 msec
[INFO] PuriDivER.py:960 > [36/625] loss: 0.9223932027816772, diversity coeff: 0.5, 1141.0720348358154 msec
[INFO] PuriDivER.py:960 > [37/625] loss: 1.1292320489883423, diversity coeff: 0.44277878975179685, 866.8079376220703 msec
[INFO] PuriDivER.py:960 > [38/625] loss: 1.2011899948120117, diversity coeff: 0.416253883365263, 1143.892526626587 msec
[INFO] PuriDivER.py:960 > [39/625] loss: 1.241216778755188, diversity coeff: 0.402830519662688, 1108.6883544921875 msec
[INFO] PuriDivER.py:960 > [40/625] loss: 0.6585224270820618, diversity coeff: 0.5, 918.9872741699219 msec
[INFO] PuriDivER.py:960 > [41/625] loss: 0.8564034104347229, diversity coeff: 0.5, 1109.694004058838 msec
[INFO] PuriDivER.py:960 > [42/625] loss: 0.8097321391105652, diversity coeff: 0.5, 913.3543968200684 msec
[INFO] PuriDivER.py:960 > [43/625] loss: 0.5123436450958252, diversity coeff: 0.5, 1063.1968975067139 msec
[INFO] PuriDivER.py:960 > [44/625] loss: 0.5449056029319763, diversity coeff: 0.5, 899.0123271942139 msec
[INFO] PuriDivER.py:960 > [45/625] loss: 0.34995952248573303, diversity coeff: 0.5, 930.1831722259521 msec
[INFO] PuriDivER.py:960 > [46/625] loss: 0.7487980723381042, diversity coeff: 0.5, 1152.740716934204 msec
[INFO] PuriDivER.py:960 > [47/625] loss: 0.6491667032241821, diversity coeff: 0.5, 1240.844488143921 msec
[INFO] PuriDivER.py:960 > [48/625] loss: 0.650610625743866, diversity coeff: 0.5, 1082.6647281646729 msec
[INFO] PuriDivER.py:960 > [49/625] loss: 1.3959479331970215, diversity coeff: 0.3581795481833569, 975.9433269500732 msec
[INFO] PuriDivER.py:960 > [50/625] loss: 0.9842926263809204, diversity coeff: 0.5, 1097.2809791564941 msec
[INFO] PuriDivER.py:960 > [51/625] loss: 0.8281221985816956, diversity coeff: 0.5, 1167.4911975860596 msec
[INFO] PuriDivER.py:960 > [52/625] loss: 0.5828001499176025, diversity coeff: 0.5, 1151.6063213348389 msec
[INFO] PuriDivER.py:960 > [53/625] loss: 0.7915858030319214, diversity coeff: 0.5, 1141.5488719940186 msec
[INFO] PuriDivER.py:960 > [54/625] loss: 1.1526199579238892, diversity coeff: 0.4337943279245356, 1153.8872718811035 msec
[INFO] PuriDivER.py:960 > [55/625] loss: 1.1205787658691406, diversity coeff: 0.4461979962757827, 1107.3505878448486 msec
[INFO] PuriDivER.py:960 > [56/625] loss: 1.0558772087097168, diversity coeff: 0.4735399115310014, 998.5053539276123 msec
[INFO] PuriDivER.py:960 > [57/625] loss: 0.5343385338783264, diversity coeff: 0.5, 985.8083724975586 msec
[INFO] PuriDivER.py:960 > [58/625] loss: 0.7939223051071167, diversity coeff: 0.5, 1290.8992767333984 msec
[INFO] PuriDivER.py:960 > [59/625] loss: 1.206705093383789, diversity coeff: 0.4143514457189553, 1191.5457248687744 msec
[INFO] PuriDivER.py:960 > [60/625] loss: 1.3320817947387695, diversity coeff: 0.37535232594185663, 1204.6351432800293 msec
[INFO] PuriDivER.py:960 > [61/625] loss: 0.9678049087524414, diversity coeff: 0.5, 1193.8560009002686 msec
[INFO] PuriDivER.py:960 > [62/625] loss: 1.4500178098678589, diversity coeff: 0.3448233508563356, 1068.3839321136475 msec
[INFO] PuriDivER.py:960 > [63/625] loss: 0.6981136798858643, diversity coeff: 0.5, 886.9953155517578 msec
[INFO] PuriDivER.py:960 > [64/625] loss: 0.7597941756248474, diversity coeff: 0.5, 890.6376361846924 msec
[INFO] PuriDivER.py:960 > [65/625] loss: 0.846983015537262, diversity coeff: 0.5, 851.4034748077393 msec
[INFO] PuriDivER.py:960 > [66/625] loss: 0.3877458870410919, diversity coeff: 0.5, 992.2671318054199 msec
[INFO] PuriDivER.py:960 > [67/625] loss: 1.2379214763641357, diversity coeff: 0.4039028399996225, 955.7647705078125 msec
[INFO] PuriDivER.py:960 > [68/625] loss: 0.6268676519393921, diversity coeff: 0.5, 883.9397430419922 msec
[INFO] PuriDivER.py:960 > [69/625] loss: 0.6236234903335571, diversity coeff: 0.5, 1035.5706214904785 msec
[INFO] PuriDivER.py:960 > [70/625] loss: 0.3493977189064026, diversity coeff: 0.5, 1136.031150817871 msec
[INFO] PuriDivER.py:960 > [71/625] loss: 0.5872968435287476, diversity coeff: 0.5, 1042.6979064941406 msec
[INFO] PuriDivER.py:960 > [72/625] loss: 0.30322372913360596, diversity coeff: 0.5, 1173.7196445465088 msec
[INFO] PuriDivER.py:960 > [73/625] loss: 0.720259428024292, diversity coeff: 0.5, 1165.8351421356201 msec
[INFO] PuriDivER.py:960 > [74/625] loss: 0.49693769216537476, diversity coeff: 0.5, 1160.0987911224365 msec
[INFO] PuriDivER.py:960 > [75/625] loss: 0.3015691339969635, diversity coeff: 0.5, 993.3531284332275 msec
[INFO] PuriDivER.py:960 > [76/625] loss: 0.827020525932312, diversity coeff: 0.5, 1110.8274459838867 msec
[INFO] PuriDivER.py:960 > [77/625] loss: 0.8396944999694824, diversity coeff: 0.5, 1169.6021556854248 msec
[INFO] PuriDivER.py:960 > [78/625] loss: 1.114188551902771, diversity coeff: 0.44875707899360306, 1223.465919494629 msec
[INFO] PuriDivER.py:960 > [79/625] loss: 1.1700953245162964, diversity coeff: 0.4273156122615002, 1153.4919738769531 msec
[INFO] PuriDivER.py:960 > [80/625] loss: 0.5703872442245483, diversity coeff: 0.5, 885.6480121612549 msec
[INFO] PuriDivER.py:960 > [81/625] loss: 0.7778810262680054, diversity coeff: 0.5, 854.9282550811768 msec
[INFO] PuriDivER.py:960 > [82/625] loss: 0.5619092583656311, diversity coeff: 0.5, 1215.5988216400146 msec
[INFO] PuriDivER.py:960 > [83/625] loss: 0.9643751978874207, diversity coeff: 0.5, 1088.503122329712 msec
[INFO] PuriDivER.py:960 > [84/625] loss: 0.767814040184021, diversity coeff: 0.5, 1232.151985168457 msec
